Processed_Text,Emotion
can not explain truly feel word encapsulate ness currently ecstatic happy bouncy relieved energised mood dance wanting chocolate wanting socialise right smiley lose word express bah emo,happy
feel rejected someone part rejecting,sadness
feel socially anxious around lady,fear
watched firefly serenity lately id given mixed feeling seems quite popular,happy
feeling sentimental going miss college thrilled new upcoming adventure,sadness
try put light going feel fester grow bitter dark,anger
feel mom despised much done,anger
feel help create rich texture touch mystery outfit,happy
feel unimportant today,sadness
feel agitated part think finally managed keep emotion check,fear
know feeling pretty punished right,sadness
feel completely empty detached depressed,sadness
able squeeze run two week feeling really cranky lethargic,anger
think told dad feel skeptical u,fear
feel someone wronged feel wronged get riled action find offensive unsheathe sword good lord better look,anger
woke emotionally drained anxious immediately defense rise feel irritated story life,anger
achieved specific athletic goal feel pretty fine form,happy
think men maybe feel expect get rejected time men might act like call shot woman definetly,sadness
can not thank enough always finding way make feel better,happy
feeling delighted bigger definition magic,happy
feeling overwhelmed,surprise
thought later feeling anxious worried,fear
get little twitchy feel like someone depending flawless job done end,happy
friend made yuuki feel special,happy
feel like assaulted titanium hedgehog,fear
feel dazed alone end,surprise
hate feeling despised detested someone truly care completely love,anger
remember someone could feel comfortable around,happy
feel discouraged,sadness
thought feel scared somewhat trepidatious nervous sad,fear
feeling shy feeling mad feeling sad,fear
feeling insulted idiocy felt supremely bored actually wound fastforwarding scene,anger
feel blessed free,love
must ask column make feel hateful keep logging,anger
empowering woman truly feel intelligent sex enough,happy
dislike feeling needy,sadness
thinking back feeling utterly amazed grateful live time four people needed family could find despite thousand mile apart,surprise
feel like rushed weekend,anger
feel like punished year weaning drama,sadness
feel impressed ia,surprise
know feel like love starting get scared actually love,fear
need money owe sooooo many people money can not pay back without feeling guilty taking money dad,sadness
simply feel like learning unimportant stuff,sadness
help feeling jealous,anger
feeling bit gloomy today weather got money get tube go anywhere pretty like columbia road,sadness
also feeling gorgeous nail day coming concoction three soaked pale bod fake browne watch coming soon,happy
could feel tremor coming started get real shaky,fear
resent people shaming telling feel productive alternative give fact let think,happy
feeling pretty triumphant held little conversation cashier realize deaf,happy
mention one feel fake,sadness
could feel love joy pride looked two sweet little face,love
feel bit annoyed antsy good way,anger
try buy fabric would use project feel really fab,happy
go friend feel inadequate,sadness
hurting feel like friend longer supporting struggling,love
sleep still waking help get sleep quicker feel like going deeper relaxed sleep,happy
always feel quite smart wearing,happy
